IP Address,Timestamp,Packet Loss,Min RTT,Ave RTT,Max RTT,Bandwidth,Packet Delay Variation
192.168.0.2,2017-02-12 00:00:53.470093,0.0,1.2850761413574219,3.0794239044189453,42.479515075683594,0.020783108135310823,0.0007160663604736328
192.168.0.1,2017-02-12 00:01:42.563155,0.0,2.0749568939208984,6.497888565063477,106.25457763671875,0.00984935327209244,-0.0032314586639404295
192.168.0.10,2017-02-12 00:02:31.641403,0.0,4.571199417114258,5.7251691818237305,14.344215393066406,0.011178708954695563,0.0009864902496337891
192.168.0.6,2017-02-12 00:03:20.812259,0.0,15.857696533203125,64.68342781066895,115.04888534545898,0.0009894342672644163,0.003773813247680664
192.168.0.4,2017-02-12 00:04:09.988931,0.0,40.621042251586914,91.90646171569824,153.51247787475586,0.0006963601775681064,0.0031180763244628906
192.168.0.1,2017-02-12 00:05:52.740651,0.0,2.1333694458007812,3.6472511291503906,40.01307487487793,0.017547461837350502,0.0029131889343261717
192.168.0.2,2017-02-12 00:06:41.832232,0.0,1.7120838165283203,2.9279518127441406,20.461320877075195,0.02185828322769349,0.001921224594116211
192.168.0.10,2017-02-12 00:07:30.926748,0.0,4.83393669128418,6.802353858947754,39.86954689025879,0.00940850789698554,-9.778022766113281e-05
192.168.0.2,2017-02-12 00:10:53.183538,0.0,1.7228126525878906,2.5396299362182617,9.198665618896484,0.025200521968685635,0.0017333602905273437
192.168.0.1,2017-02-12 00:11:42.274016,0.0,2.009153366088867,4.698338508605957,102.16879844665527,0.013621836715845624,-0.0027192878723144532
192.168.0.10,2017-02-12 00:12:31.367390,0.0,4.477024078369141,6.173958778381348,24.742841720581055,0.010366120393304463,0.0008491897583007813
192.168.0.6,2017-02-12 00:13:20.471254,0.0,2.6941299438476562,70.01694202423096,215.2712345123291,0.0009140644842479887,0.002914009094238281
192.168.0.4,2017-02-12 00:14:09.648595,0.0,41.49937629699707,92.05541610717773,141.63446426391602,0.0006952334007755335,0.002886686325073242
192.168.0.1,2017-02-12 00:15:53.424265,0.0,2.1255016326904297,24.639062881469727,1066.4277076721191,0.0025975013866348143,0.04512182235717774
