
192.168.0.2,2017-02-04 00:00:53.562689,0.0,1.7628669738769531,2.6931190490722656,11.05642318725586,0.023764266946181577,0.0019284820556640626
192.168.0.1,2017-02-04 00:01:42.654308,0.0,2.1049976348876953,5.678377151489258,65.3069019317627,0.011270825852632003,0.0035907745361328123
192.168.0.6,2017-02-04 00:02:31.818475,0.0,15.599966049194336,65.20041942596436,117.01083183288574,0.0009815887775487789,-0.006937179565429687
192.168.0.2,2017-02-04 00:05:53.490633,0.0,1.5702247619628906,3.7194156646728516,65.92822074890137,0.017207003940934697,-0.00093780517578125
192.168.0.1,2017-02-04 00:06:42.581473,0.0,1.6591548919677734,4.80466365814209,21.8658447265625,0.013320391301801985,-0.001226215362548828
192.168.0.6,2017-02-04 00:07:31.768313,0.0,2.7625560760498047,63.54661464691162,116.76669120788574,0.0010071346893238539,0.006985845565795898
192.168.0.2,2017-02-04 00:10:53.015080,0.0,1.7037391662597656,2.562899589538574,8.631467819213867,0.024971715732149534,0.0017177391052246094
192.168.0.1,2017-02-04 00:11:42.102590,0.0,2.0890235900878906,3.3045101165771484,11.65628433227539,0.01936746983431601,0.001043415069580078
192.168.0.6,2017-02-04 00:12:31.205882,0.0,2.661466598510742,65.1189661026001,124.54390525817871,0.0009828165867861434,0.0037787723541259765
192.168.0.2,2017-02-04 00:15:52.894456,0.0,1.6736984252929688,4.337267875671387,69.56887245178223,0.014755832896323732,-0.0010759830474853516
192.168.0.1,2017-02-04 00:16:41.987334,0.0,2.0570755004882812,3.5144853591918945,12.96234130859375,0.0182103475926034,0.0024978256225585936
192.168.0.6,2017-02-04 00:17:31.155466,0.0,2.239704132080078,51.804542541503906,115.04793167114258,0.0012354128974061598,-0.006433658599853516
192.168.0.2,2017-02-04 00:20:52.955833,0.0,1.7352104187011719,2.7245378494262695,7.625341415405273,0.02349022239257093,0.0011402130126953124
192.168.0.1,2017-02-04 00:21:42.058689,0.0,1.806020736694336,23.49949359893799,1008.354902267456,0.002723462943171352,0.04135580062866211
192.168.0.6,2017-02-04 00:22:31.149770,0.0,2.25067138671875,43.329453468322754,131.71839714050293,0.001477055325583302,-0.006203117370605468
192.168.0.2,2017-02-04 00:25:52.838707,0.0,1.6987323760986328,2.955636978149414,13.35763931274414,0.021653538805050318,0.0013628387451171875
192.168.0.1,2017-02-04 00:26:41.930562,0.0,2.1016597747802734,3.1661033630371094,13.429880142211914,0.02021412211211181,0.002006950378417969
192.168.0.6,2017-02-04 00:27:31.054802,0.0,2.702951431274414,65.14589786529541,168.8845157623291,0.0009824102836426506,0.01578364372253418
